     0      0.00000000  -2.000000000000
     1      0.15625000  -2.000000000000
     2      0.31250000  -2.023832221163
     3      0.46875000  -2.067792372899
     4      0.62500000  -2.125871742199
     5      0.78125000  -2.191938492800
     6      0.93750000  -2.261104226722
     7      1.09375000  -2.330063965102
     8      1.25000000  -2.396853857753
     9      1.40625000  -2.460453490204
    10      1.56250000  -2.520438112613
    11      1.71875000  -2.576731588642
    12      1.87500000  -2.629447987001
    13      2.03125000  -2.678795905692
    14      2.18750000  -2.725023059768
    15      2.34375000  -2.768385409559
    16      2.50000000  -2.809130790148
    17      2.65625000  -2.847490919576
    18      2.81250000  -2.883678144040
    19      2.96875000  -2.917884786399
    20      3.12500000  -2.950283862013
    21      3.28125000  -2.981030454497
    22      3.43750000  -3.010263353212
    23      3.59375000  -3.038106734321
    24      3.75000000  -3.064671771406
    25      3.90625000  -3.090058121292
    26      4.06250000  -3.114355264392
    27      4.21875000  -3.137643697250
    28      4.37500000  -3.159995984570
    29      4.53125000  -3.181477682478
    30      4.68750000  -3.202148146389
    31      4.84375000  -3.222061236902
    32      5.00000000  -3.241265936367
    33      5.15625000  -3.259806887657
    34      5.31250000  -3.277724865390
    35      5.46875000  -3.295057188618
    36      5.62500000  -3.311838082838
    37      5.78125000  -3.328098998101
    38      5.93750000  -3.343868889091
    39      6.09375000  -3.359174462203
    40      6.25000000  -3.374040393961
    41      6.40625000  -3.388489524495
    42      6.56250000  -3.402543029289
    43      6.71875000  -3.416220571952
    44      6.87500000  -3.429540440380
    45      7.03125000  -3.442519668380
    46      7.18750000  -3.455174144498
    47      7.34375000  -3.467518709612
    48      7.50000000  -3.479567244604
    49      7.65625000  -3.491332749263
    50      7.81250000  -3.502827413442
    51      7.96875000  -3.514062681324
    52      8.12500000  -3.525049309578
    53      8.28125000  -3.535797420077
    54      8.43750000  -3.546316547745
    55      8.59375000  -3.556615684082
    56      8.75000000  -3.566703316794
    57      8.90625000  -3.576587465944
    58      9.06250000  -3.586275716978
    59      9.21875000  -3.595775250930
    60      9.37500000  -3.605092872099
    61      9.53125000  -3.614235033432
    62      9.68750000  -3.623207859842
    63      9.84375000  -3.632017169652
    64     10.00000000  -3.640668494343
