     0      0.00000000  -2.000000000000
     1      0.31250000  -2.000000000000
     2      0.62500000  -2.088967971530
     3      0.93750000  -2.223435747117
     4      1.25000000  -2.363691795557
     5      1.56250000  -2.492675637424
     6      1.87500000  -2.606516540223
     7      2.18750000  -2.706080677618
     8      2.50000000  -2.793412444246
     9      2.81250000  -2.870564402891
    10      3.12500000  -2.939290223398
    11      3.43750000  -3.001013407380
    12      3.75000000  -3.056871811462
    13      4.06250000  -3.107774063617
    14      4.37500000  -3.154449563177
    15      4.68750000  -3.197488500888
    16      5.00000000  -3.237372719928
    17      5.31250000  -3.274499216656
    18      5.62500000  -3.309198010615
    19      5.93750000  -3.341745786999
    20      6.25000000  -3.372376381318
    21      6.56250000  -3.401288901492
    22      6.87500000  -3.428654073220
    23      7.18750000  -3.454619239935
    24      7.50000000  -3.479312335902
    25      7.81250000  -3.502845069199
    26      8.12500000  -3.525315491701
    27      8.43750000  -3.546810089606
    28      8.75000000  -3.567405496011
    29      9.06250000  -3.587169903280
    30      9.37500000  -3.606164235221
    31      9.68750000  -3.624443125758
    32     10.00000000  -3.642055740683
